"featureFlag","event","notes","menuText","shortText","chatText","aliasSubname","hasCalm","hasCalmFar","hasUrgent","hasUrgentFar","subEvent","flavorEvent","defaultIcon","pingAsset"
"","FLAVOR_ATTACHMENT_OPTIC_RANGED_HCOG","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_RANGED_AOG","","","","","ping_flavorOpticVariable",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_SNIPER","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_SNIPER_VARIABLE","","","","","ping_flavorOpticVariable",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_OPTIC_SNIPER_THREAT","","","","","ping_flavorOptic",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_MAG_BULLET_1","","","","","ping_flavorAmmoMag",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_MAG_BULLET_2","","","","","ping_flavorAmmoMag",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_MAG_BULLET_3","","","","","ping_flavorAmmoMag",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_MAG_HIGHCAL_1","","","","","ping_flavorAmmoMag",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_MAG_HIGHCAL_2","","","","","ping_flavorAmmoMag",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_MAG_HIGHCAL_3","","","","","ping_flavorAmmoMag",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_1","","","","","ping_flavorShotgunBolt",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_2","","","","","ping_flavorShotgunBolt",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_SHOTGUN_BOLT_3","","","","","ping_flavorShotgunBolt",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_STOCK_STANDARD_1","","","","","ping_flavorStockTactical",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_STOCK_STANDARD_2","","","","","ping_flavorStockTactical",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_STOCK_STANDARD_3","","","","","ping_flavorStockTactical",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_STOCK_SNIPER_1","","","","","ping_flavorStockSniper",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_STOCK_SNIPER_2","","","","","ping_flavorStockSniper",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_STOCK_SNIPER_3","","","","","ping_flavorStockSniper",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_BARREL_STABILIZER_1","","","","","ping_flavorBarrelStabilizer",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_BARREL_STABILIZER_2","","","","","ping_flavorBarrelStabilizer",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_BARREL_STABILIZER_3","","","","","ping_flavorBarrelStabilizer",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_BARREL_STABILIZER_4_FLASH_HIDER","","","","","ping_flavorFlashHider",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_HOPUP_TURBOCHARGER","","","","","ping_flavorTurboCharger",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_HOPUP_SELECTFIRE","","","","","ping_flavorSelectfire",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_HOPUP_ENERGY_CHOKE","","","","","ping_flavorChoke",true,false,false,false,"","","",""
"","FLAVOR_ATTACHMENT_HOPUP_HEADSHOT_DMG","","","","","ping_flavorSkullPiercer",true,false,false,false,"","","",""
"","FLAVOR_ITEM_COMBO_FULL","","","","","ping_flavorPhoenixKit",true,false,false,false,"","","",""
"","FLAVOR_ITEM_HEALTH_SMALL","","","","","ping_flavorSyringe",true,false,false,false,"","","",""
"","FLAVOR_ITEM_HEALTH_MEDIUM","","","","","ping_flavorMedKit",true,false,false,false,"","","",""
"","FLAVOR_ITEM_HEALTH_LARGE","","","","","ping_flavorMedKit",true,false,false,false,"","","",""
"","FLAVOR_ITEM_HEALTH_SYRINGE","","","","","ping_flavorSyringe",true,false,false,false,"","","",""
"","FLAVOR_ITEM_ULTIMATE_ENERGY","","","","","ping_flavorAccelerant",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_BACKPACK_1","","","","","ping_flavorBackpack",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_BACKPACK_2","","","","","ping_flavorBackpack",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_BACKPACK_3","","","","","ping_flavorBackpack",true,false,false,false,"","","",""
"","FLAVOR_EQUIPMENT_BACKPACK_4","","","","","ping_flavorBackpack",true,false,false,false,"","","",""
"HAS_DATAKNIFE_LOOT","PING_ITEM_DATA_KNIFE","","","","#PING_LOOT","ping_vaultKey",true,false,true,false,"","","",""
"HAS_LOOT_DRONES","PING_LOOT_DRONE","","#PROMPT_PING_LOOT_DRONE","#PROMPT_PING_LOOT_DRONE_SHORT","#PING_LOOT_DRONE","ping_cargoBot",true,true,true,true,"","","rui/hud/ping/icon_ping_attack","settings/itemflav/ping/ping_attacking.rpak"
"HAS_LOOT_ROLLERS","PING_LOOT_ROLLER","","#PROMPT_PING_LOOT_ROLLER","#PROMPT_PING_LOOT_ROLLER_SHORT","#PING_LOOT_ROLLER","ping_cargo",true,true,true,true,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"HAS_VAULTS","PING_LOOT_VAULT","","#PROMPT_PING_LOOT_VAULT","#PROMPT_PING_LOOT_VAULT_SHORT","#PING_LOOT_VAULT","ping_vaultLoot",true,true,true,true,"SUB_TYPE_VAULT_KEY_NEED","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"HAS_VAULTS","PING_LOOT_VAULT_HAS_KEY_SQUAD","","#PROMPT_PING_LOOT_VAULT","#PROMPT_PING_LOOT_VAULT_SHORT","#PING_LOOT_VAULT_HAS_KEY","ping_vaultLoot",true,true,true,true,"SUB_TYPE_VAULT_KEY_HAS_SQUAD","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"HAS_VAULTS","PING_LOOT_VAULT_HAS_KEY_SELF","","#PROMPT_PING_LOOT_VAULT","#PROMPT_PING_LOOT_VAULT_SHORT","#PING_LOOT_VAULT_HAS_KEY","ping_vaultLoot",true,true,true,true,"SUB_TYPE_VAULT_KEY_HAS_SELF","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"HAS_VAULTS","PING_LOOT_VAULT_OPEN","","#PROMPT_PING_LOOT_VAULT","#PROMPT_PING_LOOT_VAULT_SHORT","#PING_LOOT_VAULT_OPEN","ping_vaultLoot",true,true,true,true,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"HAS_VAULTS","PING_LOOT_VAULT_REVEAL","","#PROMPT_PING_LOOT_VAULT","#PROMPT_PING_LOOT_VAULT_SHORT","#PING_LOOT_VAULT_REVEAL","ping_vaultLoot",true,true,true,true,"","","rui/hud/ping/icon_ping_loot","settings/itemflav/ping/ping_looting.rpak"
"HAS_VAULTS","SUB_TYPE_VAULT_KEY_NEED","","","","","ping_typeKeyNeed",true,false,true,false,"","","",""
"HAS_VAULTS","SUB_TYPE_VAULT_KEY_HAS_SQUAD","","","","","ping_typeKeyHaveSquad",true,false,true,false,"","","",""
"HAS_VAULTS","SUB_TYPE_VAULT_KEY_HAS_SELF","","","","","ping_typeKeyHaveSelf",true,false,true,false,"","","",""
"HAS_DESERTLANDS_TRAIN","PING_TRAIN","","#PROMPT_PING_TRAIN","#PROMPT_PING_TRAIN_SHORT","#PING_TRAIN","ping_train",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak"
"HAS_DESERTLANDS_TRAIN","PING_TRAIN_AT_STATION","","#PROMPT_PING_TRAIN","#PROMPT_PING_TRAIN_SHORT","#PING_TRAIN","ping_trainStopped",true,false,true,false,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak"
"","PING_GEYSER","","#PROMPT_PING_GEYSER","#PROMPT_PING_GEYSER_SHORT","#PING_GEYSER","ping_geyser",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak"
"","PING_LAVA","","#PROMPT_PING_LAVA","#PROMPT_PING_LAVA_SHORT","#PING_LAVA","ping_lava",true,true,true,true,"","","rui/hud/common/objective_marker","settings/itemflav/ping/ping_go.rpak"
"string","string","string","string","string","string","string","bool","bool","bool","bool","string","string","asset_noprecache","asset"
